,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
11424,2015-09-22,CoffsHarbour,9.7,27.2,0.3,,,SW,83.0,NNW,SSE,9.0,26.0,45.0,60.0,1015.5,1014.0,5.0,,21.7,21.4,No,No
11425,2015-09-23,CoffsHarbour,12.1,18.9,0.0,,,SSW,69.0,SSW,SSW,39.0,41.0,50.0,49.0,1020.9,1020.3,,,16.5,17.1,No,No
11426,2015-09-24,CoffsHarbour,10.3,19.6,0.0,,,SW,50.0,SW,SSW,31.0,33.0,47.0,45.0,1022.3,1020.0,1.0,8.0,15.7,17.6,No,Yes
11427,2015-09-25,CoffsHarbour,11.6,20.0,1.6,,,S,61.0,SSW,SSW,37.0,31.0,60.0,91.0,1023.6,1022.4,1.0,8.0,18.0,16.1,Yes,Yes
11428,2015-09-26,CoffsHarbour,12.1,20.0,34.0,,,SSW,50.0,SW,S,30.0,30.0,83.0,61.0,1025.3,1022.2,3.0,8.0,15.2,18.5,Yes,No
11429,2015-09-27,CoffsHarbour,9.7,21.6,0.1,,,S,43.0,WSW,SSE,13.0,24.0,54.0,62.0,1022.6,1018.9,,1.0,18.4,19.1,No,No
11430,2015-09-28,CoffsHarbour,7.0,21.9,0.0,,,SE,28.0,S,SE,9.0,17.0,51.0,48.0,1020.8,1017.8,,,19.3,20.5,No,No
11431,2015-09-29,CoffsHarbour,12.1,24.4,0.0,,,NE,37.0,N,NE,15.0,22.0,55.0,71.0,1020.4,1017.0,,7.0,21.8,20.8,No,No
11432,2015-09-30,CoffsHarbour,9.9,24.2,0.0,,,ENE,30.0,,NE,0.0,17.0,59.0,60.0,1021.9,1020.2,,,22.7,22.7,No,No
11433,2015-10-01,CoffsHarbour,9.0,24.3,0.0,,,NE,41.0,ESE,NNE,11.0,30.0,71.0,73.0,1026.9,1024.3,,,20.7,23.4,No,No
11434,2015-10-02,CoffsHarbour,10.9,24.4,0.0,,,S,37.0,S,S,22.0,24.0,65.0,76.0,1031.5,1030.8,,1.0,22.2,23.3,No,No
11435,2015-10-03,CoffsHarbour,12.7,25.3,0.0,,,NE,39.0,NW,NE,9.0,28.0,67.0,64.0,1033.0,1027.9,,,22.1,23.6,No,No
11436,2015-10-04,CoffsHarbour,10.5,29.0,0.0,,,NE,28.0,W,NNE,2.0,15.0,52.0,51.0,1027.4,1024.2,,,22.1,28.1,No,No
11437,2015-10-05,CoffsHarbour,10.4,30.7,0.0,,,NE,24.0,WNW,NE,2.0,15.0,45.0,27.0,1025.5,1023.4,,,25.1,29.6,No,No
11438,2015-10-06,CoffsHarbour,11.7,29.6,0.0,,,NE,41.0,N,NE,7.0,31.0,37.0,39.0,1025.3,1022.2,,,25.3,28.9,No,No
11439,2015-10-07,CoffsHarbour,14.3,30.8,0.0,,,S,76.0,NNW,S,13.0,44.0,31.0,67.0,1024.4,1027.4,,,25.9,23.3,No,No
11440,2015-10-08,CoffsHarbour,17.0,20.0,0.0,,,SW,48.0,SW,SSE,24.0,17.0,77.0,79.0,1036.3,1034.0,8.0,8.0,18.0,19.5,No,Yes
11441,2015-10-09,CoffsHarbour,14.8,23.1,2.6,,,ENE,30.0,SW,E,13.0,17.0,75.0,53.0,1035.0,1031.3,7.0,2.0,18.7,21.9,Yes,No
11442,2015-10-10,CoffsHarbour,13.8,24.7,0.0,,,NNE,46.0,NW,NE,19.0,31.0,55.0,53.0,1030.0,1026.8,,,21.1,22.7,No,No
11443,2015-10-11,CoffsHarbour,16.2,26.1,0.0,,,N,37.0,NNW,N,15.0,20.0,60.0,62.0,1025.1,1020.8,,1.0,21.7,23.3,No,No
11444,2015-10-12,CoffsHarbour,16.3,27.2,1.0,,,NE,41.0,NE,NE,15.0,26.0,62.0,77.0,1019.6,1015.7,,8.0,23.4,23.1,No,No
11445,2015-10-13,CoffsHarbour,15.3,26.4,0.8,,,S,54.0,SW,S,17.0,6.0,56.0,79.0,1019.4,1019.7,,7.0,23.4,21.9,No,Yes
11446,2015-10-14,CoffsHarbour,16.9,23.9,2.2,,,E,28.0,SW,S,9.0,11.0,84.0,75.0,1025.1,1024.1,4.0,,19.8,22.9,Yes,Yes
11447,2015-10-15,CoffsHarbour,17.6,24.4,4.4,,,NE,33.0,SW,NE,7.0,22.0,89.0,67.0,1026.7,1024.5,6.0,,19.9,23.7,Yes,No
11448,2015-10-16,CoffsHarbour,14.3,25.4,0.0,,,NNE,52.0,N,NE,24.0,33.0,66.0,60.0,1024.7,1021.8,,,22.1,23.7,No,No
11449,2015-10-17,CoffsHarbour,17.3,25.8,0.0,,,NNE,50.0,NW,NE,13.0,35.0,61.0,63.0,1023.1,1021.0,,,22.6,24.2,No,No
11450,2015-10-18,CoffsHarbour,15.8,24.8,0.0,,,S,28.0,S,SE,17.0,17.0,77.0,72.0,1027.1,1025.8,,,22.0,23.1,No,No
11451,2015-10-19,CoffsHarbour,13.9,25.2,0.0,,,ENE,35.0,ESE,NE,7.0,26.0,66.0,60.0,1027.1,1024.4,,,22.8,24.1,No,No
11452,2015-10-20,CoffsHarbour,17.7,27.2,0.0,,,NNE,59.0,N,NNE,19.0,37.0,58.0,58.0,1024.4,1020.0,,,22.6,24.2,No,No
11453,2015-10-21,CoffsHarbour,18.2,28.4,0.0,,,NNE,57.0,N,NE,26.0,43.0,62.0,59.0,1018.0,1013.0,,,22.6,24.8,No,No
11454,2015-10-22,CoffsHarbour,18.1,22.5,0.0,,,W,50.0,NNW,S,20.0,13.0,75.0,88.0,1012.2,1011.6,8.0,8.0,20.9,19.8,No,Yes
11455,2015-10-23,CoffsHarbour,16.0,22.4,20.2,,,S,52.0,SSW,S,31.0,31.0,68.0,59.0,1018.6,1018.6,8.0,1.0,19.6,21.8,Yes,No
11456,2015-10-24,CoffsHarbour,15.0,22.2,0.0,,,SW,39.0,SW,ESE,20.0,15.0,64.0,66.0,1024.4,1021.8,8.0,6.0,19.1,20.9,No,No
11457,2015-10-25,CoffsHarbour,15.0,25.0,0.0,,,NE,54.0,NE,NE,7.0,35.0,59.0,66.0,1023.3,1019.9,,,22.0,23.2,No,No
11458,2015-10-26,CoffsHarbour,15.2,29.3,0.0,,,NE,56.0,NNE,NNE,20.0,31.0,63.0,65.0,1018.9,1014.9,,2.0,23.6,23.5,No,Yes
11459,2015-10-27,CoffsHarbour,16.3,25.0,1.6,,,SSW,57.0,SW,SSW,22.0,39.0,68.0,79.0,1019.9,1021.5,,8.0,23.1,19.5,Yes,No
11460,2015-10-28,CoffsHarbour,14.8,20.7,0.5,,,SW,35.0,SW,S,22.0,17.0,70.0,54.0,1024.2,1022.3,5.0,8.0,18.1,19.7,No,No
11461,2015-10-29,CoffsHarbour,15.6,20.5,0.0,,,,,,S,,15.0,66.0,74.0,1023.5,1021.9,,8.0,18.1,18.9,No,Yes
11462,2015-10-30,CoffsHarbour,14.4,24.0,2.6,,,NNE,35.0,SSE,NE,13.0,24.0,71.0,58.0,1023.6,1021.2,7.0,,19.7,23.5,Yes,No
11463,2015-10-31,CoffsHarbour,16.4,24.4,0.0,,,NNE,50.0,N,NNE,24.0,33.0,56.0,56.0,1022.8,1020.1,1.0,,22.6,22.5,No,No
11464,2015-11-01,CoffsHarbour,18.0,27.0,0.2,,,NE,61.0,NNW,NNE,22.0,39.0,59.0,67.0,1018.7,1014.3,8.0,2.0,22.1,23.1,No,No
11465,2015-11-02,CoffsHarbour,19.6,29.1,0.0,,,NE,41.0,NNE,NE,22.0,31.0,66.0,66.0,1014.7,1011.0,8.0,6.0,21.6,25.3,No,No
11466,2015-11-03,CoffsHarbour,19.3,25.6,0.8,,,NNW,33.0,SE,SSE,7.0,9.0,73.0,74.0,1014.0,1012.5,8.0,8.0,25.0,22.9,No,Yes
11467,2015-11-04,CoffsHarbour,17.1,24.1,13.0,,,S,24.0,S,WSW,13.0,9.0,81.0,95.0,1016.2,1014.3,6.0,8.0,22.1,21.0,Yes,Yes
11468,2015-11-05,CoffsHarbour,19.6,23.7,19.6,,,NE,50.0,ENE,ENE,19.0,11.0,96.0,94.0,1016.1,1014.0,8.0,8.0,20.4,21.5,Yes,Yes
11469,2015-11-06,CoffsHarbour,20.1,28.3,7.2,,,NE,46.0,NNE,NE,17.0,31.0,81.0,66.0,1010.9,1006.4,,,23.3,25.6,Yes,No
11471,2015-11-08,CoffsHarbour,18.2,20.7,,,,SSW,39.0,SSW,SW,7.0,19.0,92.0,96.0,1016.5,1017.4,8.0,7.0,19.4,17.9,,Yes
11472,2015-11-09,CoffsHarbour,17.2,22.8,32.2,,,WSW,35.0,SSW,SSE,24.0,22.0,72.0,67.0,1020.0,1017.2,7.0,4.0,20.7,22.2,Yes,No
11473,2015-11-10,CoffsHarbour,12.2,24.3,0.0,,,E,26.0,SE,E,9.0,17.0,67.0,61.0,1016.5,1014.3,,,20.6,23.6,No,No
11474,2015-11-11,CoffsHarbour,14.1,24.5,0.0,,,SSE,26.0,S,ESE,9.0,17.0,69.0,61.0,1019.7,1019.4,,,22.6,23.3,No,No
11475,2015-11-12,CoffsHarbour,15.3,25.0,0.3,,,NNE,39.0,ENE,ENE,15.0,24.0,60.0,67.0,1022.0,1019.1,1.0,1.0,23.2,22.9,No,No
11476,2015-11-13,CoffsHarbour,19.6,28.5,0.0,,,,,NW,,20.0,,61.0,71.0,1015.2,1011.4,,8.0,24.3,23.8,No,Yes
11477,2015-11-14,CoffsHarbour,17.3,24.1,24.8,,,,,,,,,91.0,90.0,1011.7,1009.2,8.0,8.0,19.8,20.8,Yes,Yes
11478,2015-11-15,CoffsHarbour,16.7,23.7,14.8,,,,,,,,,86.0,69.0,1013.4,1014.2,8.0,8.0,18.6,21.5,Yes,No
11479,2015-11-16,CoffsHarbour,16.1,23.7,0.2,,,,,,,,,64.0,58.0,1017.5,1017.1,,3.0,20.7,22.8,No,Yes
11480,2015-11-17,CoffsHarbour,14.9,24.6,4.0,,,,,,,,,62.0,62.0,1020.2,1018.3,,,21.3,22.7,Yes,No
11481,2015-11-18,CoffsHarbour,17.9,27.3,0.0,,,,,,NNE,,33.0,58.0,66.0,1017.6,1015.3,,,24.6,25.1,No,No
11482,2015-11-19,CoffsHarbour,17.5,29.5,0.0,,,NW,30.0,ESE,SE,11.0,13.0,64.0,47.0,1015.0,1014.0,,,25.0,28.5,No,No
11483,2015-11-20,CoffsHarbour,16.4,30.6,0.0,,,,,ESE,NE,7.0,35.0,49.0,59.0,1015.4,1011.3,,,27.8,28.3,No,No
11484,2015-11-21,CoffsHarbour,22.1,25.7,0.0,,,S,56.0,SW,S,31.0,28.0,73.0,70.0,1013.8,1014.5,,8.0,23.9,24.8,No,Yes
11485,2015-11-22,CoffsHarbour,18.1,25.3,3.2,,,N,35.0,NW,SSE,7.0,6.0,92.0,80.0,1019.0,1016.7,7.0,7.0,19.3,21.4,Yes,No
11486,2015-11-23,CoffsHarbour,19.3,29.1,0.0,,,NNE,56.0,N,NNE,20.0,39.0,71.0,66.0,1013.1,1008.2,8.0,,25.2,27.6,No,No
11487,2015-11-24,CoffsHarbour,21.2,26.9,0.0,,,,,SW,S,24.0,22.0,71.0,72.0,1016.7,1015.0,,7.0,22.5,24.4,No,No
11488,2015-11-25,CoffsHarbour,18.0,30.1,0.0,,,NE,59.0,N,NE,22.0,39.0,62.0,73.0,1014.6,1010.6,,,26.5,27.4,No,No
11489,2015-11-26,CoffsHarbour,22.6,33.8,0.0,,,,,NE,NNE,20.0,39.0,64.0,60.0,1008.4,1002.9,,,28.1,28.8,No,No
11490,2015-11-27,CoffsHarbour,19.8,22.6,0.0,,,SSW,57.0,SW,SW,26.0,15.0,72.0,86.0,1014.7,1013.7,,8.0,21.3,20.3,No,No
11492,2015-11-29,CoffsHarbour,19.7,26.3,,,,SSE,43.0,NNE,NE,19.0,24.0,93.0,79.0,1014.8,1010.7,8.0,8.0,21.5,24.9,,Yes
11493,2015-11-30,CoffsHarbour,18.4,27.9,32.7,,,,,SSE,SE,13.0,15.0,82.0,80.0,1010.6,1010.6,,,24.4,25.5,Yes,No
11494,2015-12-01,CoffsHarbour,18.0,31.5,0.0,,,NE,54.0,,NE,,31.0,64.0,75.0,1013.2,1010.9,,,27.8,26.5,No,Yes
11495,2015-12-02,CoffsHarbour,20.9,28.6,13.6,,,S,54.0,WNW,NNE,20.0,13.0,65.0,72.0,1014.0,1012.2,,,23.5,26.8,Yes,Yes
11496,2015-12-03,CoffsHarbour,16.8,22.7,10.1,,,SSW,52.0,SW,S,28.0,31.0,74.0,66.0,1024.7,1024.6,,,19.1,20.1,Yes,No
11497,2015-12-04,CoffsHarbour,16.7,24.0,0.0,,,S,39.0,WSW,S,20.0,24.0,64.0,70.0,1024.6,1022.7,,,19.4,22.3,No,Yes
11498,2015-12-05,CoffsHarbour,16.8,24.4,1.5,,,,,SW,SSE,20.0,17.0,72.0,56.0,1022.4,1019.6,,,21.4,23.6,Yes,No
11499,2015-12-06,CoffsHarbour,,24.7,0.0,,,E,20.0,,E,,13.0,,63.0,,1018.4,,,,24.0,No,No
11500,2015-12-07,CoffsHarbour,14.3,26.3,0.0,,,E,30.0,WNW,E,9.0,22.0,59.0,61.0,1020.3,1020.0,,,23.8,25.0,No,No
11501,2015-12-08,CoffsHarbour,17.4,28.4,0.0,,,,,N,NE,22.0,39.0,63.0,69.0,1021.6,1017.6,,,25.3,26.0,No,No
11502,2015-12-09,CoffsHarbour,22.2,29.9,0.0,,,WSW,76.0,NNE,NE,9.0,13.0,72.0,67.0,1017.4,1014.8,,7.0,24.9,28.4,No,Yes
11503,2015-12-10,CoffsHarbour,19.6,29.3,15.8,,,SW,44.0,SW,E,24.0,13.0,68.0,73.0,1016.3,1013.0,,5.0,24.8,26.1,Yes,No
11504,2015-12-11,CoffsHarbour,16.5,31.4,0.0,,,NE,48.0,ENE,NE,9.0,31.0,56.0,60.0,1009.0,1002.9,,,28.4,30.6,No,No
11505,2015-12-12,CoffsHarbour,17.8,25.3,0.0,,,S,52.0,SW,SSE,15.0,15.0,77.0,59.0,1013.9,1014.0,8.0,3.0,22.5,24.0,No,No
11506,2015-12-13,CoffsHarbour,18.3,26.0,1.0,,,NE,37.0,WNW,ENE,7.0,22.0,81.0,52.0,1020.0,1018.4,8.0,3.0,21.5,24.6,No,No
11507,2015-12-14,CoffsHarbour,17.2,28.4,0.0,,,,,NNW,NE,20.0,35.0,50.0,64.0,1017.1,1014.5,,,25.1,25.3,No,No
11508,2015-12-15,CoffsHarbour,21.3,27.9,0.1,,,NNE,50.0,N,NNE,19.0,24.0,67.0,71.0,1015.7,1013.8,,7.0,25.6,24.2,No,No
11509,2015-12-16,CoffsHarbour,20.8,27.4,0.2,,,SSW,56.0,NNE,NE,20.0,28.0,78.0,63.0,1014.9,1013.6,1.0,,23.5,26.6,No,Yes
11510,2015-12-17,CoffsHarbour,15.9,26.4,11.1,,,WSW,26.0,SW,ESE,17.0,17.0,80.0,59.0,1017.9,1016.7,7.0,,20.3,26.0,Yes,No
11511,2015-12-18,CoffsHarbour,15.9,26.7,0.0,,,E,30.0,SE,E,11.0,20.0,62.0,61.0,1018.5,1016.2,,,24.2,25.7,No,No
11512,2015-12-19,CoffsHarbour,17.3,27.7,0.0,,,NNE,52.0,NW,NNE,22.0,35.0,60.0,57.0,1017.2,1014.8,,,24.6,26.4,No,No
11513,2015-12-20,CoffsHarbour,21.0,30.4,0.0,,,NNE,63.0,N,NE,26.0,43.0,53.0,65.0,1018.3,1014.6,,,25.4,26.3,No,No
11514,2015-12-21,CoffsHarbour,21.7,30.3,0.0,,,NE,56.0,N,NE,28.0,37.0,61.0,60.0,1017.1,1014.5,,,26.0,27.7,No,No
11515,2015-12-22,CoffsHarbour,20.6,28.0,0.0,,,SSW,50.0,SE,S,13.0,24.0,67.0,79.0,1018.9,1017.1,,8.0,25.4,23.0,No,Yes
11516,2015-12-23,CoffsHarbour,19.1,24.0,22.0,,,WSW,39.0,WSW,SW,30.0,20.0,90.0,80.0,1016.1,1014.7,8.0,8.0,19.2,22.7,Yes,Yes
11517,2015-12-24,CoffsHarbour,18.2,24.9,96.1,,,SE,44.0,WSW,SSW,7.0,22.0,95.0,63.0,1017.2,1016.0,8.0,6.0,18.3,23.9,Yes,Yes
11518,2015-12-25,CoffsHarbour,18.2,25.1,12.2,,,SSE,37.0,SW,SSE,22.0,22.0,71.0,71.0,1016.6,1013.9,1.0,,22.3,24.2,Yes,No
11519,2015-12-26,CoffsHarbour,16.6,27.5,0.2,,,NNE,43.0,S,ENE,7.0,22.0,73.0,69.0,1012.4,1008.4,,1.0,24.1,26.1,No,No
11520,2015-12-27,CoffsHarbour,22.1,26.3,0.4,,,S,59.0,W,S,7.0,41.0,72.0,72.0,1011.3,1014.1,7.0,8.0,25.9,22.6,No,No
11521,2015-12-28,CoffsHarbour,18.0,25.3,0.0,,,S,54.0,SW,SSW,31.0,31.0,62.0,68.0,1020.1,1019.4,7.0,8.0,21.9,22.7,No,No
11522,2015-12-29,CoffsHarbour,16.5,24.6,0.2,,,S,59.0,SW,S,30.0,26.0,63.0,73.0,1019.4,1018.7,7.0,5.0,20.2,21.1,No,No
11523,2015-12-30,CoffsHarbour,17.3,25.9,0.4,,,SSE,50.0,SW,SSE,28.0,33.0,64.0,57.0,1017.8,1016.6,1.0,,22.0,25.1,No,No
11524,2015-12-31,CoffsHarbour,18.4,26.1,0.0,,,SSE,39.0,SW,SSE,19.0,28.0,63.0,52.0,1017.6,1016.4,7.0,,22.9,25.2,No,No
11525,2016-01-01,CoffsHarbour,18.4,26.1,0.0,,,S,35.0,SW,SSE,22.0,22.0,64.0,56.0,1015.1,1013.2,7.0,,22.2,24.0,No,No
11526,2016-01-02,CoffsHarbour,17.2,24.7,0.0,,,S,30.0,S,S,19.0,13.0,59.0,61.0,1012.6,1010.2,1.0,5.0,22.9,23.0,No,No
11527,2016-01-03,CoffsHarbour,19.8,22.0,0.0,,,SW,30.0,SW,WSW,17.0,13.0,69.0,87.0,1012.9,1012.5,7.0,8.0,21.3,21.0,No,Yes
11528,2016-01-04,CoffsHarbour,18.4,26.4,4.8,,,S,37.0,SW,SSE,20.0,19.0,78.0,70.0,1014.3,1011.6,8.0,5.0,21.4,25.8,Yes,No
11529,2016-01-05,CoffsHarbour,20.3,24.0,0.0,,,ESE,26.0,SW,SE,13.0,13.0,85.0,86.0,1012.4,1009.0,8.0,8.0,22.3,23.5,No,Yes
11530,2016-01-06,CoffsHarbour,19.4,27.6,12.0,,,SSW,43.0,,S,0.0,20.0,90.0,66.0,1006.9,1004.4,8.0,8.0,20.8,25.1,Yes,No
11531,2016-01-07,CoffsHarbour,18.5,27.7,0.2,,,S,59.0,SW,S,24.0,39.0,53.0,53.0,1010.4,1011.2,,1.0,24.2,26.1,No,No
11532,2016-01-08,CoffsHarbour,17.5,25.8,0.0,,,SW,35.0,SW,SSE,20.0,24.0,53.0,60.0,1019.5,1018.5,,,23.6,24.6,No,No
11533,2016-01-09,CoffsHarbour,15.7,25.8,0.0,,,SE,28.0,SW,SE,13.0,19.0,66.0,62.0,1021.3,1019.5,,,23.3,25.2,No,No
11534,2016-01-10,CoffsHarbour,18.6,26.5,0.0,,,SE,26.0,SSE,ESE,13.0,19.0,69.0,66.0,1020.1,1018.7,2.0,,23.9,26.1,No,No
11535,2016-01-11,CoffsHarbour,18.0,29.0,0.0,,,NNE,57.0,NNW,NE,19.0,35.0,63.0,64.0,1016.2,1013.3,,,25.8,26.5,No,No
11536,2016-01-12,CoffsHarbour,21.0,29.9,0.0,,,NNE,52.0,NNE,NNE,19.0,28.0,68.0,70.0,1013.7,1012.4,,,26.9,27.2,No,No
11537,2016-01-13,CoffsHarbour,22.3,28.6,0.0,,,SW,35.0,SW,E,20.0,19.0,74.0,69.0,1019.7,1018.0,7.0,,26.4,27.9,No,No
11538,2016-01-14,CoffsHarbour,23.7,30.2,0.0,,,NNE,57.0,NNE,NE,20.0,41.0,64.0,62.0,1016.6,1013.6,,,28.0,28.6,No,No
11539,2016-01-15,CoffsHarbour,22.5,22.9,0.0,,,SSW,59.0,SSW,SSW,31.0,44.0,74.0,92.0,1018.4,1020.3,8.0,8.0,22.9,18.4,No,Yes
11540,2016-01-16,CoffsHarbour,16.1,25.6,17.6,,,SSE,48.0,WSW,S,19.0,30.0,77.0,51.0,1023.9,1022.4,8.0,2.0,19.4,25.1,Yes,Yes
11541,2016-01-17,CoffsHarbour,16.8,24.9,4.2,,,S,48.0,WSW,SE,19.0,9.0,88.0,59.0,1023.6,1021.4,8.0,7.0,18.0,23.3,Yes,No
11542,2016-01-18,CoffsHarbour,16.7,25.5,0.6,,,SSW,33.0,SW,SE,22.0,24.0,64.0,63.0,1019.8,1018.0,,1.0,22.6,24.6,No,No
11543,2016-01-19,CoffsHarbour,16.0,27.4,0.0,,,NE,33.0,NW,NE,13.0,24.0,64.0,64.0,1018.9,1016.1,,,24.2,26.1,No,No
11544,2016-01-20,CoffsHarbour,18.4,28.3,0.0,,,NE,54.0,NE,NE,17.0,37.0,67.0,67.0,1016.1,1013.5,,,25.7,27.6,No,No
11545,2016-01-21,CoffsHarbour,19.6,29.5,0.0,,,NE,54.0,NNE,NE,22.0,39.0,65.0,62.0,1013.9,1011.7,,,25.6,29.1,No,No
11546,2016-01-22,CoffsHarbour,20.7,30.3,0.0,,,,,NNE,NE,20.0,37.0,72.0,57.0,1011.7,1007.4,,,26.1,29.5,No,Yes
11547,2016-01-23,CoffsHarbour,23.0,30.5,4.2,,,,,NNW,SSW,17.0,26.0,80.0,92.0,1007.1,1006.2,,,25.7,21.5,Yes,Yes
11548,2016-01-24,CoffsHarbour,19.5,27.3,9.2,,,S,30.0,SW,S,22.0,20.0,68.0,63.0,1012.3,1011.0,,,24.9,26.1,Yes,Yes
11549,2016-01-25,CoffsHarbour,20.9,28.3,4.2,,,NE,35.0,ESE,NE,9.0,22.0,75.0,71.0,1014.0,1012.1,,,25.2,25.7,Yes,Yes
11550,2016-01-26,CoffsHarbour,20.1,24.9,10.6,,,SE,24.0,SW,S,9.0,7.0,93.0,81.0,1016.1,1016.3,,,22.2,23.5,Yes,Yes
11551,2016-01-27,CoffsHarbour,17.2,25.6,19.2,,,N,33.0,SW,ESE,19.0,7.0,76.0,67.0,1016.8,1014.2,,,23.8,24.7,Yes,Yes
11552,2016-01-28,CoffsHarbour,20.9,26.4,2.0,,,N,41.0,N,NNE,13.0,26.0,83.0,83.0,1010.0,1005.9,,,22.9,24.2,Yes,Yes
11553,2016-01-29,CoffsHarbour,17.8,30.3,1.2,,,NNW,30.0,NNW,,4.0,0.0,71.0,80.0,1004.1,1003.2,,,26.4,26.5,Yes,Yes
11554,2016-01-30,CoffsHarbour,20.1,33.0,7.0,,,NE,50.0,NW,NE,19.0,31.0,61.0,70.0,1005.0,1002.5,,,27.9,30.2,Yes,No
11555,2016-01-31,CoffsHarbour,25.5,34.9,0.0,,,NE,57.0,NNW,NE,19.0,37.0,58.0,66.0,1006.4,1003.2,,,29.9,29.5,No,No
11556,2016-02-01,CoffsHarbour,19.2,33.8,0.0,,,N,52.0,WSW,N,6.0,30.0,69.0,46.0,1006.4,1001.3,,,23.3,32.5,No,No
11557,2016-02-02,CoffsHarbour,19.9,27.5,0.0,,,SSW,35.0,SW,SSE,20.0,19.0,68.0,70.0,1004.9,1003.3,,,25.1,26.9,No,No
11558,2016-02-03,CoffsHarbour,21.1,,0.0,,,E,24.0,SE,E,11.0,19.0,76.0,72.0,1004.0,1002.3,,,24.9,28.6,No,Yes
11559,2016-02-04,CoffsHarbour,22.7,27.0,1.8,,,S,52.0,SSW,S,15.0,33.0,85.0,76.0,1007.7,1008.2,,8.0,24.0,24.5,Yes,Yes
11560,2016-02-05,CoffsHarbour,20.3,26.6,2.0,,,SSE,52.0,SW,SSW,28.0,28.0,90.0,76.0,1012.0,1011.8,8.0,3.0,21.1,25.5,Yes,Yes
11561,2016-02-06,CoffsHarbour,19.5,24.8,11.8,,,SSW,48.0,SW,SSE,28.0,30.0,86.0,79.0,1014.4,1013.2,7.0,8.0,21.2,23.7,Yes,Yes
11562,2016-02-07,CoffsHarbour,19.2,27.4,11.6,,,SSW,41.0,SW,S,24.0,28.0,70.0,61.0,1016.3,1015.2,4.0,7.0,22.5,25.9,Yes,No
11563,2016-02-08,CoffsHarbour,19.2,27.5,0.0,,,S,50.0,SW,S,22.0,26.0,65.0,70.0,1016.9,1015.9,1.0,2.0,24.1,26.6,No,Yes
11564,2016-02-09,CoffsHarbour,20.1,27.3,1.8,,,S,44.0,SSW,SSE,24.0,28.0,76.0,71.0,1017.9,1017.3,4.0,8.0,23.8,25.0,Yes,Yes
11565,2016-02-10,CoffsHarbour,20.1,27.0,1.6,,,WSW,33.0,SW,SE,20.0,17.0,70.0,59.0,1015.8,1014.3,8.0,,22.8,26.5,Yes,No
11566,2016-02-11,CoffsHarbour,17.7,27.7,0.1,,,E,28.0,NW,E,7.0,17.0,80.0,63.0,1015.1,1013.8,8.0,,22.5,27.2,No,No
11567,2016-02-12,CoffsHarbour,18.0,27.8,0.0,,,S,28.0,SW,SE,13.0,19.0,75.0,59.0,1016.2,1015.0,2.0,,24.2,26.6,No,No
11568,2016-02-13,CoffsHarbour,18.3,27.7,0.1,,,SSE,30.0,SW,SE,17.0,19.0,74.0,60.0,1014.4,1013.1,,,24.0,26.9,No,No
11569,2016-02-14,CoffsHarbour,16.2,27.6,0.0,,,E,26.0,WSW,ESE,11.0,17.0,69.0,60.0,1011.1,1008.7,,,23.9,26.6,No,No
11570,2016-02-15,CoffsHarbour,18.3,28.2,0.0,,,ENE,30.0,WSW,ESE,17.0,15.0,73.0,71.0,1011.4,1009.8,,,24.7,27.2,No,No
11571,2016-02-16,CoffsHarbour,22.0,30.0,0.0,,,S,33.0,SSW,S,9.0,22.0,61.0,65.0,1007.1,1006.9,,1.0,26.9,27.6,No,No
11572,2016-02-17,CoffsHarbour,20.8,28.0,0.3,,,S,33.0,SSW,SE,15.0,20.0,77.0,75.0,1009.2,1007.9,3.0,8.0,24.8,25.0,No,No
11573,2016-02-18,CoffsHarbour,18.7,30.4,0.0,,,NE,33.0,NW,ESE,13.0,17.0,74.0,69.0,1008.3,1006.3,,,25.4,29.1,No,No
11574,2016-02-19,CoffsHarbour,21.1,30.2,0.0,,,NE,52.0,N,NE,17.0,37.0,71.0,71.0,1012.7,1010.7,2.0,,27.5,29.4,No,No
11575,2016-02-20,CoffsHarbour,22.8,30.3,0.0,,,NNE,52.0,N,NNE,24.0,39.0,70.0,67.0,1016.8,1015.2,8.0,,26.9,28.8,No,No
11576,2016-02-21,CoffsHarbour,21.6,28.5,0.0,,,SE,26.0,SSW,SE,13.0,17.0,84.0,64.0,1022.9,1023.0,8.0,1.0,24.5,28.2,No,No
11577,2016-02-22,CoffsHarbour,20.3,28.1,0.0,,,SSW,30.0,SW,SE,17.0,13.0,76.0,61.0,1025.0,1022.9,5.0,,24.8,27.0,No,No
11578,2016-02-23,CoffsHarbour,18.5,27.9,0.0,,,SE,24.0,SW,ESE,17.0,17.0,70.0,60.0,1021.9,1019.2,,,24.5,27.0,No,No
11579,2016-02-24,CoffsHarbour,18.6,28.7,0.0,,,NE,35.0,NW,NE,17.0,24.0,71.0,56.0,1018.4,1015.9,,,25.0,27.9,No,No
11580,2016-02-25,CoffsHarbour,19.6,30.6,0.0,,,NE,50.0,NNW,NE,20.0,37.0,67.0,60.0,1016.0,1013.0,,,25.3,28.2,No,No
