"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3125726,"No",78.21,1286,50,0,62,0,204,43.8,19.3,1.3,29.7,0,0.3,464.1,113.7,33,151.7,159,20.7,0,0.3,19,2,2,"PHXPHX602",2,2,41,56,0,"Yes","No","Yes","No","No","Known","No","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"10","No","1-Highest","Other","Other","Unknown"
3125730,"No",29,28,30,0,0,0.5,37,-0.5,0.7,0,1,0,0,0,0,0,7.7,1,0.7,0,0,23,1,1,"APCFCH703",1,1,672,44,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","2-High","Other","Other","No"
3125734,"No",50.97,563,60,0.5,0,0.5,12,0.9,34.3,0,0,0.7,0,112.6,23.3,0.3,123.3,95.7,34.3,0,0.7,21,1,1,"NYCSUF516",1,1,630,50,24,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"2","No",0,"Unknown","No","2-High","Suburban","Other","No"
3125746,"Yes",79.88,896,75,1.73,0,0,2,1,6.7,3.3,27.7,11,0,151.2,73.7,11.7,163.3,90,10,0,0,21,1,1,"HARLON860",2,2,296,48,0,"No","No","Yes","No","No","Known","No","No","Yes","No","No","No",0,0,"No","No",0,"6","No",0,"80","No","4-Medium","Town","Other","No"
3125754,"Yes",63.74,145,85,0,0,0,-78,21.2,0,0.3,5.7,0.3,0,48.8,48.3,11.3,66.3,23,0.3,0,1.3,21,4,3,"MIAHWD954",1,1,630,38,34,"No","No","No","No","No","Known","Yes","Yes","No","No","Yes","Yes",1,1,"No","No",0,"4","No",0,"Unknown","Yes","2-High","Suburban","Clerical","No"
3125762,"No",36.31,310,30,0,17,0,78,17.8,2,0.3,6,0,0,32.7,11.3,0.7,14,64.3,2.3,0,0.3,19,1,1,"OMAAMS515",1,1,568,48,44,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"8","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3125770,"Yes",75.14,493,33,0,143,2.2,826,128.7,12.7,2.3,6.7,0.3,0.7,42.4,0.3,0,17,63.7,15,0,0.3,23,1,1,"HARBRI203",2,2,245,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"Yes","No",0,"8","No",0,"80","No","4-Medium","Other","Other","No"
3125774,"No",35.65,339,40,0.5,15,0,56,8.3,0.7,59.7,7.3,1.3,0.3,103.3,11.3,1.7,117.7,75.3,60.3,0,1.3,21,1,1,"HWIHON808",1,1,630,38,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3125778,"Yes",10.45,809,10,0.25,0,0,117,-0.4,5.7,3,28,0,0,96.9,62.3,9.7,219.7,64.3,8.7,0,1.3,19,2,2,"MIAHWD954",1,1,568,38,34,"No","No","No","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Suburban","Clerical","No"
3125782,"No",18.03,29,17,0,2,0,18,2.8,0.3,0,1.7,0,0,5.9,0.3,1.3,12.3,4.3,0.3,0,0,21,2,2,"KCYKCM816",1,1,630,66,64,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Rural","Professional","Yes"
3125786,"No",30.74,174,30,0.74,0,0,-34,0.2,1.3,0,14.7,0,0,34.9,7.7,0,38.7,22,1.3,0,0,23,1,1,"DETWYN734",2,2,360,46,44,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"150","No","2-High","Other","Professional","No"
3125790,"No",61.22,125,60,0.99,0,0,-12,1.7,0.3,5.3,10.3,0,0,15.6,5.3,3,49.7,18,5.7,0,0.7,23,2,2,"ATLCHA423",2,1,635,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"80","No","3-Good","Rural","Other","Unknown"
3125798,"No",12.03,150,22,0,0,0,-147,2.7,4.7,0.7,13.3,0,0,69.3,23,12.7,33.3,23.7,5.3,0,1,23,1,1,"PHXPHX602",3,3,168,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"150","No","7-Lowest","Suburban","Other","Unknown"
3125802,"No",85.48,424,95,0.5,0,0,-135,-0.5,3.3,4.7,19.3,0,0,112.8,29.7,24,101.7,17.3,8,0,1.7,25,2,2,"FLNSAR941",3,2,238,46,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"200","No","2-High","Suburban","Other","Yes"
3125806,"No",37.98,46,32,0,0,2,19,-2.2,2,0,3.3,0,0.3,3.9,3.7,1.3,4,9.3,2,0,0,19,2,2,"SFRSFR415",2,2,545,60,0,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"9","No",0,"60","No","1-Highest","Other","Other","Unknown"
3125818,"No",69.75,613,60,0,62,0,234,24.9,0.7,0.3,15.3,0,0,118.8,10.3,1.3,21,22,1,0,0,19,1,1,"SANSAN210",1,1,568,62,60,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3125822,"No",32.17,104,30,0,0,0,-70,1.1,0.7,5.3,18,2,0.7,21.9,4.7,0.7,19.3,41.7,6,0,0,21,1,1,"HOUHOU281",1,1,630,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3125834,"No",130.93,1063,50,0,287,0,-23,3.9,13,1.7,102.7,1.7,0,166.8,61.7,18,277.3,98.3,14.7,0,2,19,1,1,"APCSIL301",1,1,568,42,40,"Yes","No","No","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","3-Good","Suburban","Professional","Yes"
3125838,"No",97.49,31,60,0,0,0,-13,-37.5,2.3,0,3.3,0.7,0,0.6,2.3,0.3,8,5.3,2.3,0,0,25,2,2,"LAXBEV310",2,1,524,38,34,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"2","No",0,"10","No","2-High","Other","Other","Yes"
3125846,"Yes",59.65,438,30,0.25,82,0.3,-28,-4.1,1.7,4,28.7,11,0.3,102.9,32.7,11,92.3,100.3,5.7,0,2,19,1,1,"MINMIN612",1,1,568,44,24,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","7-Lowest","Rural","Other","Unknown"
3125854,"No",30.74,60,30,0.74,0,0,-36,-0.7,3.3,1.3,4,0.3,0,17.3,19.3,14.3,24.7,16,4.7,0,0.3,21,1,1,"PHIARD610",1,1,630,32,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Suburban","Other","No"
3125858,"No",30.09,206,30,0,0,0,114,0.3,0.7,5,6.3,0,0,31.9,4.7,1.3,24.7,20.7,5.7,0,0,23,2,2,"OHICIN513",2,2,84,28,26,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"10","No","2-High","Suburban","Other","Unknown"
3125862,"No",22.5,18,17,0,2,0,19,1.6,0.7,0,2.7,0,0,0,0,0,5,2.3,0.7,0,0,23,1,1,"SEABLV425",1,1,676,46,48,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Town","Professional","Yes"
3125866,"Yes",43.49,238,27,0.25,0,15.9,42,16.4,8,1.7,19.3,0.7,0,16.2,1,0,37,10,9.7,0,0.3,19,1,1,"ATLNOR678",2,2,554,36,28,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","2-High","Rural","Other","Yes"
3125874,"No",30.18,262,30,0,0,0.2,-39,-0.2,7,0,27.3,0,0,82.2,22,1.7,76.7,121.3,7,0,1.7,25,1,1,"APCBAL410",2,2,61,44,44,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"80","No","2-High","Suburban","Other","Yes"
3125878,"No",139.08,800,68,7.67,166,2.3,-432,-56.6,8,1.7,30.3,0.7,0.3,381.4,61,15.3,184.7,94,9.7,0,1.3,25,1,1,"SFRSCL408",2,2,75,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","5-Low","Other","Other","Unknown"
3125882,"No",48.12,514,51,1.49,14,0,44,-5.2,10,0,46.7,0.3,0.7,166.3,59.3,31,137.3,151,10,0,4,19,1,1,"LAXLAX213",3,3,206,NA,NA,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"60","No","7-Lowest","Other","Other","Unknown"
3125886,"No",60.32,508,50,0,32,0,-77,-10.3,6,0.7,11.7,1,0,55.8,38,13.3,64.3,52,6.7,0,0,19,1,1,"DENDEN303",2,2,226,38,44,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"150","No","2-High","Suburban","Other","Yes"
3125894,"No",36.96,291,30,0.5,23,0,-3,-7.5,3.3,1.3,25.3,0,0.3,10.5,5,1,69.7,33,4.7,0,1.7,21,1,1,"DENCOL719",3,2,180,56,52,"No","Yes","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"7","No",0,"10","No","2-High","Suburban","Professional","Yes"
3125898,"No",64.35,750,55,1.49,58,0,674,35.3,1.3,3.7,23.3,9,0,170.4,41.7,4.3,65,83,5,0,0.7,21,3,2,"LOULEX606",1,1,630,26,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"Yes","No",0,"4","No",0,"Unknown","No","3-Good","Other","Other","No"
3125902,"No",25.31,41,30,0,12,0,-27,-5.3,2.7,1,3.7,0,0,0.8,0.3,0,2.7,8,3.7,0,0,23,1,1,"PHIAVD610",1,1,676,44,0,"Yes","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","3-Good","Town","Professional","No"
3125906,"No",33.1,319,40,0,1,0,174,3.1,2.3,11,20.7,0.3,0,34.7,13.7,1,56,42.7,13.3,0,0,19,1,1,"MINMIN612",1,1,568,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",1,"0","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3125934,"No",40.84,232,30,0.5,21,0,154,21.6,0.3,1.3,5.3,0,0,1.1,2,0,16.3,8.7,1.7,0,0,23,2,2,"NMXELP915",1,1,676,56,26,"Yes","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"Unknown","No","2-High","Other","Other","No"
3125946,"No",26.94,312,22,1.73,25,0,152,-25.9,11.3,1,22.7,0,0,40.8,5,0,89.7,37.3,12.3,0,0.3,19,1,1,"SEAABN253",1,1,568,46,0,"No","No","No","No","No","Known","No","No","Yes","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3125950,"No",30.25,234,30,0.25,0,0,-48,-0.2,0.3,0.7,1,0,0,9.4,7.7,5.7,9.3,38,1,0,0,25,1,1,"DALDAL214",1,1,737,42,34,"No","No","Yes","No","No","Known","No","No","No","Yes","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Suburban","Self","No"
3125958,"No",33.49,386,45,0.25,0,0,126,-0.2,0.3,1.7,33.7,0,0,82.1,40,11,91,82.3,2,0,0,23,2,1,"NMXLAR956",2,1,211,62,0,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"150","No","2-High","Other","Professional","No"
3125962,"No",56.3,530,60,2.48,2,0,276,2.9,4.3,0,13.3,0,0,148.8,20,0.3,44.3,54.7,4.3,0,0,25,1,1,"SFROAK925",2,2,398,22,0,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"3","No",0,"130","No","2-High","Suburban","Other","No"
3125966,"Yes",31.68,217,32,0.25,0,0,160,0.8,3,2,12.3,0.3,0,34.6,3.7,1,44.7,34.3,5,0,0.3,21,2,2,"HOUHOU281",1,1,630,60,44,"Yes","No","No","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"7","No",0,"Unknown","No","3-Good","Town","Other","Unknown"
3125974,"Yes",31.57,471,40,0,4,0,-4,0.2,6.3,0,39.3,8.7,0,81.5,30.7,19.3,81.7,85.7,6.3,0,1.3,23,2,2,"LAXIRV949",2,2,367,32,36,"No","Yes","Yes","No","No","Known","No","Yes","No","No","No","Yes",0,0,"No","Yes",0,"8","No",0,"150","No","2-High","Suburban","Other","Yes"
3125978,"No",28,90,27,0,0,0,10,2,3,0.3,3,1.3,0,10.1,5,3,22,13,3.3,0,0,23,1,1,"NYCWHI914",1,1,675,34,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Professional","No"
3125982,"No",72.66,1033,45,0,104,2.9,71,-21.2,2,15,14,0,0.7,141.6,21.7,6.7,78.3,61.7,17,0,0,23,1,1,"NCRVIR757",3,1,88,40,42,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"150","No","2-High","Town","Other","Unknown"
3125986,"No",32.75,301,30,0.99,5,0,-202,-2.8,5.3,0,17.7,0,0,78.1,10.3,3.7,76.3,49.7,5.3,0,0,23,1,1,"DETROS810",1,1,674,24,0,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",1,"2","No",0,"Unknown","No","5-Low","Other","Other","No"
3125990,"Yes",41.96,1170,45,0.25,15,0,-32,-1.7,3.3,0,34.7,5.7,1,84.2,29.3,17.7,84.7,119.7,3.3,0,1,23,2,2,"LAXIRV949",2,2,310,32,36,"No","Yes","Yes","No","No","Known","No","Yes","No","No","No","Yes",0,0,"No","Yes",0,"8","No",0,"150","No","2-High","Suburban","Other","Yes"
3125998,"Yes",28.42,180,18,0.5,27,0,36,50.4,1.7,9.7,4.7,4.3,0.3,3.2,1.3,0,23.3,16.7,11.3,0,0,21,3,1,"CHICHI773",2,2,448,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","3-Good","Other","Other","Unknown"
3126006,"No",30.25,54,30,0.25,0,0,8,0.7,0.3,0,2,0.3,0,15.8,7.3,1.3,10.7,11.7,0.3,0,0,21,2,2,"NEVLMS619",2,2,568,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"10","No","2-High","Other","Other","Unknown"
3126010,"No",32.54,230,30,0.99,0,1,-70,0.9,5,1,16.3,0,0.7,24.8,9,0,59.7,22,6,0,0.3,21,2,1,"NEVELC619",1,1,629,40,44,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Town","Other","Yes"
3126038,"No",46.87,678,35,0.25,19,3.8,-134,-9.3,1,4,12.7,0,0,248.3,56.7,28.3,64.7,79.3,5,0,3.7,21,1,1,"LOULEX606",2,2,405,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"3","No",0,"60","No","2-High","Suburban","Other","No"
3126046,"Yes",82,376,30,0.25,158,0.6,82,19.9,0.3,16.7,41.3,0,2.7,121.2,0,0.3,129.3,39.7,17,0,1,21,1,1,"OHITRT937",1,1,629,38,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Rural","Other","Yes"
3126050,"No",61.27,667,70,0.74,0,0,36,-1.3,6.3,35,13,0.7,1.3,98.6,53.3,17,142,117.7,41.3,0,3,19,2,2,"OHICIN513",3,2,227,30,22,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"Yes","No",0,"9","No",0,"40","No","2-High","Suburban","Other","Yes"
3126054,"No",307.31,1439,45,4.7,764,0.4,-187,-36.1,44.3,5.7,99.3,0,0.7,280.7,89.3,10.7,353.7,135,50,0,0.7,21,2,2,"BOSBOS508",2,2,620,44,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"4","No",0,"30","No","2-High","Town","Other","Unknown"
3126058,"Yes",41.42,216,30,1.73,26,0,-216,-11.4,2.3,3,9.7,0,0,0,0,0,31.3,15,5.3,0,0,19,1,1,"KCYKCM816",1,1,567,66,64,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Town","Student","Yes"
3126062,"No",30.86,55,30,0,0,0,90,2.6,3,1,6.3,0,0,5.4,1,0,19.3,12.3,4,0,0,23,1,1,"NYCNEW973",1,1,675,44,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Professional","No"
3126066,"No",36.24,73,30,0,0,0,-21,0,8.7,0,1.3,0,0,19.5,4.3,0,17.7,11,8.7,0,0.3,21,1,1,"NYCNAS516",1,1,629,54,48,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3126070,"No",10.83,227,10,0.74,0,0,-34,0.2,5,0,8.3,0,0,49.1,25.3,11,61,21.3,5,0,0.7,19,5,3,"HARNOR203",1,1,567,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",1,1,"No","No",0,"0","No",0,"Unknown","Yes","1-Highest","Town","Other","Unknown"
3126082,"No",34.98,128,30,1.98,0,3,-2,-3,0.7,1.3,3.3,0,0,14.7,0,0,27.7,5.3,2,0,0,21,2,1,"CHINBK847",1,1,629,52,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",1,"Unknown","No","2-High","Suburban","Professional","Yes"
3126086,"No",30.46,36,30,0,0,0.2,-32,0.3,2,1.7,1.3,0,0,0.8,2,0,10.3,2.3,3.7,0,0,19,2,2,"KCYKCK913",1,1,567,40,46,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","4-Medium","Other","Other","Yes"
3126090,"No",41.81,256,30,0,34,0,176,35.4,0,1,3,0,0,10.8,3.7,0,9,15,1,0,0,25,1,1,"MIADFD954",2,2,392,60,24,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"9","No",0,"60","No","2-High","Other","Student","No"
3126102,"No",158.54,1261,40,0.5,192,3.9,-361,-7.6,16.3,6,38,3,0,410.1,76.3,64.3,120.3,98.7,22.3,0,1.7,23,1,1,"KCYLAW913",2,2,257,24,22,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"4","No",2,"150","No","2-High","Other","Other","Unknown"
3126110,"No",135.99,1532,75,0,256,0,-43,-6.5,4.7,3.7,15,0,0.3,621.4,74.3,23,270,48.3,8.3,0,3.3,19,2,1,"INDIND317",3,2,293,44,40,"No","Yes","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,"9","No",0,"100","No","2-High","Suburban","Other","Yes"
3126114,"Yes",34.11,213,30,0,0,0,63,-4.1,2.3,0.3,8.7,0,0,73.4,13.7,2,29.3,42.3,2.7,0,0.7,19,2,2,"SLCOGD801",2,1,567,48,0,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","2-High","Suburban","Other","Yes"
3126118,"Yes",69.83,359,70,0.5,0,0,-348,-0.5,3.7,2.7,16,0,0,42.8,0.7,0.3,122.7,11.3,6.3,0,0.3,25,2,1,"DALDAL214",2,2,218,46,42,"Yes","Yes","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"9","No",0,"30","No","2-High","Town","Self","Yes"
3126126,"Yes",30.57,286,30,0,0,0,-8,-0.6,0.3,0.3,5.3,0,0,0,0,0,22,8,0.7,0,0,25,1,1,"FLNCOC407",2,2,393,76,72,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"6","No",0,"130","No","2-High","Suburban","Retired","Yes"
3126142,"No",30,24,30,0,0,0,8,0,0,1,2.7,0,0,0,0,0,10.3,3.7,1,0,0,23,1,1,"CHILAG630",1,1,675,46,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Other","Other","Yes"
3126166,"Yes",30.54,167,30,0.25,0,0.3,29,-0.5,1.3,0.7,11.3,0,0,13.5,0,0,34,23.7,2,0,0,23,1,1,"LAXALA562",1,1,675,52,46,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3126178,"No",51.58,585,58,0.5,0,0,98,-1.6,5,0.3,33,0.3,0.3,163.5,64,26.3,85.7,93,5.3,0,3.3,23,1,1,"PHITRT609",1,1,675,28,54,"No","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","4-Medium","Suburban","Other","Yes"
3126182,"Yes",172.63,411,32,0.5,78,0,-358,-186.2,12.3,3.7,10,0.3,0,37.2,33.3,0.7,117,41.3,16,0,0,25,1,1,"DENDEN303",1,1,736,NA,NA,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3126190,"No",65.98,495,41,0.25,75,0.2,218,21.9,21,1.3,17,0,0.3,119.2,58.3,7.3,85.3,102.3,22.3,0,0.7,21,1,1,"NYCMAN917",1,1,629,26,58,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3126198,"No",49.85,505,41,0,37,0,-70,-10.2,0,3.7,24,0,0,99.7,4,2,48,28,3.7,0,0.7,25,1,1,"HOUHOU281",1,1,736,48,48,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Town","Other","Yes"
3126206,"No",56.62,220,33,0.5,70,0,-220,23.6,9.3,1.3,18,0,0,10.6,7.3,0.7,36,10,10.7,0,0.7,25,2,1,"FLNJAC904",2,1,187,30,28,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"60","No","3-Good","Rural","Other","No"
3126210,"No",30,29,30,0,0,0,61,0,0.3,0.3,2,0,0,10.3,3.7,3.7,9.7,2,0.7,0,0,21,1,1,"NSHNSH615",1,1,629,58,56,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","No",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3126218,"No",30,144,30,0,0,0,0,0,2.3,1.7,21.7,1,0,15.9,5.7,2.3,55.3,17,4,0,0.7,23,1,1,"DENDEN303",1,1,675,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3126222,"Yes",47.3,306,40,0.25,35,0,193,39.9,4.7,1.3,16.3,1.7,0,69,33.3,2.3,42.3,77.7,6,0,0.7,19,3,1,"NNYBUF716",4,3,417,52,48,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","Yes",0,"6","No",0,"80","No","4-Medium","Suburban","Other","Unknown"
3126226,"No",30.27,82,30,0,0,0,29,-0.3,1.7,0,10.3,0,0,12.3,3,1,23.7,9,1.7,0,0,19,1,1,"APCSIL301",1,1,567,48,48,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Other","Yes"
3126230,"No",39.71,304,30,0,22,1.7,-15,-6.9,3.7,6.7,3,0,0.7,13.7,3.7,1.3,99.3,21,10.3,0,0.3,19,2,2,"NCRRAL919",1,1,567,56,54,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"9","No",0,"Unknown","No","2-High","Other","Other","Yes"
3126238,"No",32.53,139,38,0,0,0,68,2.5,2.7,4.7,10,0,0.3,0.6,2.3,0.3,28,13.7,7.3,0,0,21,1,1,"NOLKEN504",1,1,629,72,68,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Retired","Yes"
3126254,"Yes",53.23,241,52,0.5,3,0,25,6.8,3.7,0,27.3,0,0,39.5,21.3,4.7,78.7,53.7,3.7,0,0,25,2,2,"SFROAK925",2,2,153,40,42,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"8","No",0,"80","No","2-High","Other","Other","Yes"
3126262,"Yes",127.17,1383,57,3.46,326,0,242,36,1,7.3,53,0,0,12.7,12.3,0.7,348.7,14,8.3,0,0,19,2,2,"SANSAN210",3,2,177,38,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"10","No","3-Good","Suburban","Other","No"
3126266,"Yes",61.51,590,32,5.45,48,0,-126,-14.7,9.7,1,28.3,0,0,116,44.7,0,143.7,67.7,10.7,0,1,25,2,1,"PHIMER609",1,1,736,58,58,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Town","Other","Yes"
3126270,"No",30.52,17,30,0.25,0,0,-2,0.5,0,0,0.7,0,0,0.2,0.3,0,2,2.3,0,0,0,19,2,2,"DALDAL214",1,1,567,0,0,"No","No","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
